velocity,amplitude
14.87806,0.09646
14.82999,-0.075685
14.78191,-0.033462
14.73383,-0.071281
14.68575,-0.052464
14.63767,0.137628
14.58959,0.192944
14.54152,0.12564
14.49344,0.113402
14.44536,0.107949
14.39728,0.211016
14.3492,0.16674
14.30113,-0.067435
14.25305,0.090513
14.20497,0.357795
14.15689,0.241298
14.10881,0.035617
14.06074,-0.110613
14.01266,-0.143423
13.96458,-0.027015
13.9165,-0.018746
13.86843,-0.065506
13.82035,0.024486
13.77227,0.095766
13.72419,-0.005005
13.67611,0.062841
13.62804,0.350392
13.57996,0.293427
13.53188,0.093219
13.4838,0.084679
13.43572,-0.054251
13.38764,-0.209293
13.33957,-0.131167
13.29149,-0.017822
13.24341,0.016129
13.19533,0.106025
13.14725,0.168328
13.09918,-0.047549
13.0511,-0.164907
13.00302,-0.01924
12.95494,0.071473
12.90686,0.134203
12.85879,0.03987
12.81071,-0.113059
12.76263,-0.007202
12.71455,0.085577
12.66648,0.05303
12.6184,0.154877
12.57032,0.202305
12.52224,0.045091
12.47416,-0.180118
12.42609,-0.265861
12.37801,-0.024316
12.32993,0.185235
12.28185,0.192678
12.23377,0.137856
12.1857,-0.08842
12.13762,-0.239383
12.08954,-0.269477
12.04146,-0.341758
11.99338,-0.248146
11.94531,-0.080808
11.89723,-0.033238
11.84915,-0.078615
11.80107,-0.110926
11.75299,0.046771
11.70492,0.074242
11.65684,-0.18073
11.60876,-0.315589
11.56068,-0.287827
11.5126,-0.114987
11.46453,0.028558
11.41645,0.153833
11.36837,0.314109
11.32029,0.282554
11.27221,0.204658
11.22414,0.150654
11.17606,0.115754
11.12798,0.166896
11.0799,0.132302
11.03182,-0.076064
10.98375,-0.118472
10.93567,-0.012287
10.88759,-0.097472
10.83951,-0.172963
10.79143,-0.068062
10.74336,0.077223
10.69528,0.095055
10.6472,0.05486
10.59912,0.055552
10.55104,-0.033137
10.50297,0.056227
10.45489,0.421653
10.40681,0.456027
10.35873,0.05651
10.31065,-0.084218
10.26258,0.11095
10.2145,0.192997
10.16642,0.009462
10.11834,-0.279016
10.07026,-0.260848
10.02219,-0.084818
9.974108,-0.059243
9.92603,-0.063302
9.877952,-0.079379
9.829874,0.017567
9.781796,0.242824
9.733718,0.326313
9.68564,0.27473
9.637562,0.201566
9.589484,0.07559
9.541406,-0.094325
9.493328,-0.107804
9.44525,-0.010321
9.397172,-0.062767
9.349094,-0.071802
9.301016,0.072722
9.252938,0.131791
9.20486,0.023124
9.156782,-0.033834
9.108704,0.002343
9.060626,-0.0141
9.012548,-0.083457
8.964471,-0.114909
8.916393,-0.065063
8.868315,-0.074098
8.820237,-0.187723
8.772159,-0.245637
8.724081,-0.076209
8.676003,0.112787
8.627925,0.014114
8.579847,-0.178279
8.531769,-0.163557
8.483691,-0.047809
8.435613,0.080878
8.387535,0.222645
8.339457,0.221612
8.291379,0.189241
8.243301,0.10836
8.195223,0.03603
8.147145,0.094041
8.099067,0.044859
8.050989,0.001125
8.002911,0.055447
7.954833,0.017403
7.906755,-0.086037
7.858677,-0.101878
7.810599,0.05099
7.762521,0.28443
7.714443,0.281835
7.666365,0.123347
7.618287,0.01037
7.570209,-0.137911
7.522131,-0.205839
7.474053,-0.142993
7.425975,-0.041356
7.377897,0.017223
7.329819,-0.094073
7.281741,-0.133199
7.233663,0.101334
7.185585,0.177194
7.137507,0.073031
7.089429,-0.022295
7.041351,-0.071311
6.993273,0.119348
6.945195,0.200588
6.897117,-0.03474
6.849039,-0.162869
6.800961,-0.108388
6.752883,-0.032727
6.704805,0.02641
6.656727,0.007185
6.608649,-0.034104
6.560571,-0.034643
6.512493,-0.084692
6.464415,-0.221555
6.416337,-0.292299
6.368259,-0.163893
6.320181,-0.118683
6.272103,-0.287377
6.224025,-0.320684
6.175947,-0.187211
6.127869,-0.025266
6.079791,0.066218
6.031714,0.109738
5.983636,0.233184
5.935557,0.357388
5.887479,0.263658
5.839402,-0.018525
5.791323,-0.203086
5.743246,-0.182363
5.695168,-0.12648
5.64709,-0.106191
5.599012,-0.092147
5.550934,-0.053064
5.502856,0.101106
5.454778,0.106392
5.4067,0.088241
5.358622,0.143705
5.310544,0.120209
5.262466,0.191271
5.214388,0.24914
5.16631,0.06904
5.118232,-0.20701
5.070154,-0.284464
5.022076,-0.223418
4.973998,-0.098193
4.92592,-0.006063
4.877842,0.003734
4.829764,-4.30E-05
4.781686,0.049751
4.733608,0.067873
4.68553,-0.062236
4.637452,-0.078186
4.589374,-0.191887
4.541296,-0.425181
4.493218,-0.320446
4.44514,-0.161782
4.397062,-0.145692
4.348984,-0.10499
4.300906,0.038369
4.252828,0.225652
4.20475,0.116422
4.156672,0.014561
4.108594,0.294223
4.060516,0.240191
4.012438,-0.086652
3.96436,0.004582
3.916282,0.165984
3.868204,0.192793
3.820126,0.093755
3.772048,-0.078027
3.72397,-0.094073
3.675892,-0.016524
3.627814,0.052595
3.579736,0.063787
3.531658,0.010986
3.48358,-0.105222
3.435502,-0.081522
3.387424,0.089474
3.339346,0.148938
3.291268,0.189792
3.24319,0.145549
3.195112,-0.029586
3.147034,0.080463
3.098956,0.382348
3.050878,0.310906
3.0028,0.0211
2.954722,0.086403
2.906645,0.100385
2.858567,-0.194324
2.810488,-0.242187
2.762411,-0.117708
2.714333,-0.084123
2.666254,-0.047135
2.618177,0.038026
2.570099,0.109371
2.522021,0.105038
2.473943,0.020414
2.425865,-0.092474
2.377787,-0.147897
2.329709,-0.018896
2.281631,0.154183
2.233553,0.115812
2.185475,-0.094733
2.137397,-0.212191
2.089319,-0.117362
2.041241,-0.000927
1.993163,0.068278
1.945085,0.015582
1.897007,-0.008505
1.848929,0.117964
1.800851,0.028492
1.752773,-0.212258
1.704695,-0.246447
1.656617,-0.062548
1.608539,0.055817
1.560461,-0.011042
1.512383,0.023116
1.464305,0.109779
1.416227,0.015848
1.368149,0.003218
1.320071,0.029728
1.271993,-0.131463
1.223915,-0.117646
1.175837,0.088471
1.127759,0.169447
1.079681,0.11903
1.031603,-0.017356
0.983525,-0.157502
0.935447,-0.19427
0.887369,-0.08225
0.839291,0.044912
0.791213,0.143362
0.743135,0.24075
0.695057,0.217473
0.646979,0.074542
0.598901,-0.069107
0.550823,-0.169805
0.502745,-0.348268
0.454667,-0.291897
0.406589,-0.002616
0.358511,0.063686
0.310433,0.029266
0.262355,-0.078984
0.214277,-0.205448
0.166199,-0.213244
0.118121,-0.187068
0.070043,-0.244718
0.021965,-0.310632
-0.026113,-0.114973
-0.074191,0.120085
-0.122269,0.013281
-0.170347,-0.150533
-0.218425,-0.06779
-0.266503,0.063353
-0.314581,0.177777
-0.362658,0.256346
-0.410736,0.242414
-0.458814,0.153762
-0.506892,0.207833
-0.55497,0.361109
-0.603048,0.317959
-0.651126,0.137766
-0.699204,-0.107266
-0.747282,-0.079008
-0.79536,0.096792
-0.843438,0.055973
-0.891516,0.048614
-0.939594,0.013088
-0.987672,-0.162157
-1.03575,-0.188238
-1.083828,-0.067525
-1.131906,0.0542
-1.179984,0.149108
-1.228062,0.159327
-1.27614,0.241434
-1.324218,0.230041
-1.372296,-0.058491
-1.420374,-0.160765
-1.468452,0.143521
-1.51653,0.378595
-1.564608,0.187329
-1.612686,-0.083216
-1.660764,-0.109676
-1.708842,-0.049118
-1.75692,0.011228
-1.804998,0.101263
-1.853076,0.092194
-1.901154,-0.089875
-1.949232,-0.303587
-1.99731,-0.283951
-2.045388,-0.132946
-2.093466,-0.043492
-2.141544,0.03783
-2.189622,-0.032449
-2.2377,-0.125592
-2.285778,-0.038984
-2.333856,0.020697
-2.381934,0.07984
-2.430012,0.233071
-2.47809,0.350939
-2.526168,0.413098
-2.574246,0.314347
-2.622324,0.137686
-2.670402,0.093025
-2.71848,0.120797
-2.766558,0.162949
-2.814636,0.080973
-2.862714,-0.056789
-2.910792,-0.212842
-2.95887,-0.252427
-3.006948,-0.005662
-3.055026,0.091539
-3.103104,0.02201
-3.151182,0.043577
-3.19926,0.014228
-3.247338,0.077952
-3.295415,0.19139
-3.343494,0.018378
-3.391571,-0.111201
-3.439649,-0.174749
-3.487728,-0.291229
-3.535805,-0.136419
-3.583883,0.036026
-3.631961,-0.04538
-3.680039,-0.044791
-3.728117,0.120442
-3.776195,0.060897
-3.824273,-0.122322
-3.872351,-0.155975
-3.920429,-0.123092
-3.968507,0.006272
-4.016585,0.230401
-4.064663,0.205814
-4.112741,-0.015043
-4.160819,0.012653
-4.208897,0.075707
-4.256975,-0.114243
-4.305053,-0.316697
-4.353131,-0.267406
-4.401209,-0.165897
-4.449287,-0.313282
-4.497365,-0.356256
-4.545443,-0.102155
-4.593521,0.093781
-4.641599,0.010499
-4.689677,-0.126791
-4.737755,0.000463
-4.785833,0.036647
-4.833911,-0.056575
-4.881989,-0.045528
-4.930067,-0.168725
-4.978145,-0.220304
-5.026223,-0.034867
-5.074301,0.003432
-5.122379,-0.020491
-5.170457,-0.053508
-5.218535,-0.092866
-5.266613,0.093483
-5.314691,0.037437
-5.362769,-0.215598
-5.410847,-0.223264
-5.458925,-0.077921
-5.507003,-0.025534
-5.555081,-0.156268
-5.603159,-0.185185
-5.651237,0.027476
-5.699315,0.225696
-5.747393,0.186867
-5.795471,0.137842
-5.843549,0.121506
-5.891627,0.062967
-5.939705,0.060929
-5.987783,0.03474
-6.035861,0.052033
-6.083939,0.14259
-6.132017,0.161701
-6.180095,0.042686
-6.228173,-0.104862
-6.276251,-0.103055
-6.324329,0.089608
-6.372407,0.369838
-6.420484,0.38913
-6.468562,0.113066
-6.516641,-0.067559
-6.564718,-0.218598
-6.612796,-0.441238
-6.660875,-0.406568
-6.708952,-0.185519
-6.75703,0.055782
-6.805108,0.26286
-6.853186,0.192987
-6.901264,0.064957
-6.949342,0.136807
-6.99742,0.137174
-7.045498,-0.151147
-7.093576,-0.376547
-7.141654,-0.24459
-7.189732,0.022912
-7.23781,0.158264
-7.285888,0.107379
-7.333966,0.175818
-7.382044,0.269158
-7.430122,0.197996
-7.4782,0.190459
-7.526278,0.043386
-7.574356,-0.147844
-7.622434,-0.063168
-7.670512,0.002931
-7.71859,0.045223
-7.766668,0.224776
-7.814746,0.271039
-7.862824,0.136505
-7.910902,-0.079173
-7.95898,-0.259331
-8.007058,-0.190832
-8.055136,0.010215
-8.103214,0.020395
-8.151292,-0.038086
-8.19937,0.09093
-8.247448,0.131157
-8.295526,0.081347
-8.343604,0.184779
-8.391682,0.26715
-8.43976,0.189657
-8.487838,0.061905
-8.535916,0.036846
-8.583994,0.117774
-8.632072,0.118886
-8.68015,0.055245
-8.728228,0.123434
-8.776306,0.206485
-8.824384,0.192108
-8.872462,0.242593
-8.92054,0.311308
-8.968618,0.219361
-9.016696,0.085927
-9.064774,0.064992
-9.112852,0.099089
-9.16093,0.101958
-9.209008,0.120279
-9.257086,0.120684
-9.305164,0.095376
-9.353242,0.135246
-9.40132,0.169193
-9.449398,0.13875
-9.497476,0.01357
-9.545554,-0.053429
-9.593632,0.039332
-9.641709,0.002804
-9.689787,-0.059257
-9.737865,0.056557
-9.785944,0.012157
-9.834021,-0.073811
-9.882099,-0.054155
-9.930177,-0.00646
-9.978255,0.117949
-10.02633,0.103687
-10.07441,0.072189
-10.12249,0.145177
-10.17057,0.149731
-10.21865,0.037299
-10.26672,-0.000627
-10.3148,0.019324
-10.36288,-0.148244
-10.41096,-0.221157
-10.45904,-0.049402
-10.50711,0.20123
-10.55519,0.261398
-10.60327,0.043794
-10.65135,-0.001085
-10.69942,0.150595
-10.7475,0.084475
-10.79558,-0.163213
-10.84366,-0.170038
-10.89174,0.120388
-10.93981,0.290438
-10.98789,0.346033
-11.03597,0.589116
-11.08405,0.541206
-11.13213,0.063422
-11.18021,-0.222192
-11.22828,-0.170072
-11.27636,-0.05857
-11.32444,-0.061729
-11.37252,-0.123276
-11.4206,-0.208626
-11.46867,-0.210723
-11.51675,-0.054916
-11.56483,0.166982
-11.61291,0.196605
-11.66099,0.075547
-11.70906,0.120702
-11.75714,0.218918
-11.80522,0.371531
-11.8533,0.396002
-11.90137,0.090658
-11.94945,0.007042
-11.99753,0.066313
-12.04561,-0.154421
-12.09369,-0.234167
-12.14176,-0.042501
-12.18984,0.037284
-12.23792,-0.042451
-12.286,-0.063142
-12.33408,0.045184
-12.38215,0.147238
-12.43023,0.167381
-12.47831,0.216696
-12.52639,0.315587
-12.57447,0.100877
-12.62255,-0.13598
-12.67062,-0.017351
-12.7187,0.014482
-12.76678,0.12777
-12.81486,0.421397
-12.86293,0.287053
-12.91101,-0.031506
-12.95909,-0.01742
-13.00717,-0.050742
-13.05525,-0.232912
-13.10332,-0.295186
-13.1514,-0.202982
-13.19948,-0.068151
-13.24756,0.075486
-13.29564,0.234516
-13.34371,0.1952
-13.39179,0.173519
-13.43987,0.142009
-13.48795,-0.008738
-13.53603,0.025825
-13.5841,0.050079
-13.63218,0.020929
-13.68026,0.100942
-13.72834,0.071407
-13.77642,-0.159932
-13.82449,-0.33907
-13.87257,-0.156883
-13.92065,0.136103
-13.96873,0.068406
-14.01681,-0.105622
-14.06488,-0.012758
-14.11296,0.092697
-14.16104,-0.038064
-14.20912,-0.084353
-14.2572,0.007488
-14.30527,-0.025388
-14.35335,-0.042315
-14.40143,-0.009504
-14.44951,-0.122103
-14.49759,-0.157162
-14.54566,0.127658
-14.59374,0.28627
-14.64182,0.171291
-14.6899,0.247735
-14.73798,0.301285
-14.78605,0.029951
-14.83413,-0.175878
-14.88221,-0.12149
-14.93029,-0.048347
-14.97837,-0.087732
-15.02644,-0.071783
-15.07452,0.099412
-15.1226,0.161441
-15.17068,0.071656
-15.21876,0.039413
-15.26683,0.180327
-15.31491,0.289606
-15.36299,0.170025
-15.41107,0.244255
-15.45915,0.364532
-15.50722,0.189087
-15.5553,0.002907
-15.60338,-0.037262
-15.65146,-0.031146
-15.69954,-0.066215
-15.74761,-0.004766
-15.79569,0.100767
-15.84377,0.161896
-15.89185,0.232598
-15.93993,0.245456
-15.988,0.181025
-16.03608,0.024368
-16.08416,-0.108986
-16.13224,-0.071096
-16.18032,0.071142
-16.22839,0.044939
-16.27647,-0.156062
-16.32455,-0.251557
-16.37263,-0.035919
-16.42071,0.114472
-16.46878,-0.072151
-16.51686,-0.164331
-16.56494,-0.072034
-16.61302,0.147399
-16.66109,0.286219
-16.70917,0.160657
-16.75725,0.001944
-16.80533,0.005119
-16.85341,0.019426
-16.90149,0.103031
-16.94956,0.227351
-16.99764,0.101746
-17.04572,-0.062965
-17.0938,-0.152746
-17.14187,-0.215912
-17.18995,-0.191917
-17.23803,-0.094447
-17.28611,-0.088477
-17.33419,-0.090265
-17.38227,0.070733
-17.43034,-0.0529
-17.47842,-0.277129
-17.5265,-0.113099
-17.57458,-0.057339
-17.62266,-0.162733
-17.67073,-0.078148
-17.71881,0.001086
-17.76689,-0.136019
-17.81497,-0.219441
-17.86304,-0.018697
-17.91112,0.098916
-17.9592,0.141759
-18.00728,0.272103
-18.05536,0.203827
-18.10344,0.001616
-18.15151,-0.138559
-18.19959,-0.085407
-18.24767,-0.010831
-18.29575,-0.06666
-18.34382,-0.007118
-18.3919,0.051229
-18.43998,0.087726
-18.48806,0.101183
-18.53614,0.033053
-18.58422,0.130373
-18.63229,0.229545
-18.68037,0.081385
-18.72845,-0.221298
-18.77653,-0.428389
-18.8246,-0.225539
-18.87268,0.267577
-18.92076,0.481049
-18.96884,0.163423
-19.01692,-0.089106
-19.06499,0.014696
-19.11307,0.088394
-19.16115,0.088852
-19.20923,0.09855
-19.25731,0.124988
-19.30538,0.073006
-19.35346,-0.026921
-19.40154,-0.123177
-19.44962,-0.311255
-19.4977,-0.323923
-19.54577,-0.132574
-19.59385,-0.186916
-19.64193,-0.230377
-19.69001,0.089351
-19.73809,0.17091
-19.78616,-0.045402
-19.83424,-0.078324
-19.88232,-0.079052
-19.9304,-0.108118
-19.97848,-0.061975
-20.02655,-0.110449
-20.07463,-0.135876
-20.12271,0.016118
-20.17079,0.13616
-20.21887,0.205502
-20.26694,0.22971
-20.31502,0.016044
-20.3631,-0.206058
-20.41118,-0.034517
-20.45926,0.162035
-20.50733,0.023631
-20.55541,-0.05311
-20.60349,-0.011234
-20.65157,0.062349
-20.69965,0.040257
-20.74772,-0.183848
-20.7958,-0.111805
-20.84388,0.044545
-20.89196,-0.111805
-20.94004,0.003243
-20.98811,0.398785
-21.03619,0.437771
-21.08427,0.27834
-21.13235,0.205403
-21.18043,0.218536
-21.2285,0.298831
-21.27658,0.230587
-21.32466,0.166955
-21.37274,0.197471
-21.42082,0.110905
-21.46889,-0.025427
-21.51697,-0.071221
-21.56505,-0.001599
-21.61313,0.056104
-21.66121,0.114463
-21.70928,0.17334
-21.75736,0.153407
-21.80544,0.089253
-21.85352,0.080754
-21.9016,-0.011855
-21.94967,-0.298031
-21.99775,-0.297626
-22.04583,-0.103545
-22.09391,-0.090647
-22.14198,-0.027404
-22.19006,0.066737
-22.23814,0.120896
-22.28622,0.180117
-22.3343,0.036577
-22.38237,-0.041962
-22.43045,0.113985
-22.47853,0.109147
-22.52661,0.031353
-22.57469,0.066171
-22.62277,-0.032907
-22.67084,-0.349454
-22.71892,-0.458245
-22.767,-0.205456
-22.81508,-0.024888
-22.86315,0.02699
-22.91123,0.14035
-22.95931,0.090174
-23.00739,-0.080488
-23.05547,-0.003068
-23.10355,0.247837
-23.15162,0.219437
-23.1997,-0.021796
-23.24778,0.001018
-23.29586,0.102295
-23.34393,-0.037528
-23.39201,-0.112902
-23.44009,-0.00548
-23.48817,0.007411
-23.53625,0.06871
-23.58432,0.225876
-23.6324,0.140266
-23.68048,-0.09085
-23.72856,-0.040641
-23.77664,0.185604
-23.82472,0.269357
-23.87279,0.190355
-23.92087,0.081509
-23.96895,0.082165
-24.01703,-0.004255
-24.0651,-0.205697
-24.11318,-0.222295
-24.16126,-0.024337
-24.20934,0.146558
-24.25742,0.071216
-24.3055,-0.031673
-24.35357,0.112957
-24.40165,0.175742
-24.44973,0.055417
-24.49781,-0.00248
-24.54588,-0.081165
-24.59396,-0.214004
-24.64204,-0.196807
-24.69012,-0.156233
-24.7382,-0.172413
-24.78627,-0.078861
-24.83435,0.002401
-24.88243,-0.030861
-24.93051,0.010672
-24.97859,0.110674
-25.02667,0.071049
-25.07474,0.096425
-25.12282,0.109828
-25.1709,0.060085
-25.21898,0.086258
-25.26705,0.007105
-25.31513,-0.110847
-25.36321,-0.09289
-25.41129,-0.008426
-25.45937,0.002131
-25.50744,0.018703
-25.55552,0.137308
-25.6036,0.153435
-25.65168,-0.02459
-25.69976,-0.026172
-25.74783,0.114213
-25.79591,0.084322
-25.84399,0.026574
-25.89207,-0.032961
-25.94015,-0.03465
-25.98822,0.070757
-26.0363,0.034358
-26.08438,-0.073083
-26.13246,0.04869
-26.18054,0.275771
-26.22861,0.242424
-26.27669,0.106615
-26.32477,0.028973
-26.37285,-0.051037
-26.42093,0.018481
-26.469,0.019533
-26.51708,-0.110248
-26.56516,-0.202957
-26.61324,-0.243651
-26.66132,-0.061069
-26.70939,0.182075
-26.75747,0.147419
-26.80555,0.038693
-26.85363,0.121793
-26.90171,0.039981
-26.94978,-0.176833
-26.99786,-0.083168
-27.04594,0.055689
-27.09402,0.16144
-27.1421,0.232817
-27.19017,0.105118
-27.23825,0.028851
-27.28633,-0.014114
-27.33441,-0.038795
-27.38249,-0.050945
-27.43056,-0.190312
-27.47864,-0.168072
-27.52672,-0.034181
-27.5748,0.028993
-27.62288,0.240101
-27.67095,0.307266
-27.71903,0.054309
-27.76711,-0.184093
-27.81519,-0.229128
-27.86327,-0.200501
-27.91134,-0.129366
-27.95942,0.053873
-28.0075,-0.025079
-28.05558,-0.2867
-28.10366,-0.349482
-28.15173,-0.260376
-28.19981,-0.039684
-28.24789,-0.019695
-28.29597,-0.199311
-28.34405,-0.165654
-28.39212,-0.132464
-28.4402,-0.19628
-28.48828,-0.182748
-28.53636,-0.160909
-28.58443,-0.215676
-28.63251,-0.256641
-28.68059,-0.039674
-28.72867,0.24677
-28.77675,0.273919
-28.82483,0.170165
-28.8729,0.09236
-28.92098,-0.007735
-28.96906,-0.180836
-29.01714,-0.195919
-29.06521,-0.105741
-29.11329,-0.19968
-29.16137,-0.295437
-29.20945,-0.113831
-29.25753,0.237289
-29.3056,0.219856
-29.35368,0.022173
-29.40176,-0.03699
-29.44984,-0.212163
-29.49792,-0.281661
-29.546,-0.196876
-29.59407,-0.086343
-29.64215,0.00363
-29.69023,0.055634
-29.73831,0.117403
-29.78638,0.008713
-29.83446,-0.13547
-29.88254,-0.048483
-29.93062,0.088422
-29.9787,0.043613
-30.02678,-0.001529
-30.07485,0.046608
-30.12293,-0.022783
-30.17101,-0.048905
-30.21909,-0.01427
-30.26716,0.108842
-30.31524,0.277211
-30.36332,0.182987
-30.4114,0.064545
-30.45948,-0.019474
-30.50755,-0.04686
-30.55563,-0.069112
-30.60371,-0.131566
-30.65179,0.071021
-30.69987,0.283507
-30.74795,0.263975
-30.79602,0.284081
-30.8441,0.333969
-30.89218,0.215014
-30.94026,-0.025986
-30.98833,-0.228114
-31.03641,-0.175912
-31.08449,-0.052671
-31.13257,-0.057829
-31.18065,-0.105785
-31.22873,-0.055227
-31.2768,0.076306
-31.32488,-0.044513
-31.37296,-0.128713
-31.42104,0.075878
-31.46911,0.036706
-31.51719,-0.283946
-31.56527,-0.31419
-31.61335,-0.123454
-31.66143,-0.004524
-31.7095,0.129318
-31.75758,0.049793
-31.80566,-0.15657
-31.85374,-0.056913
-31.90182,0.044609
-31.94989,-0.001734
-31.99797,0.145975
-32.04605,0.255302
-32.09413,0.133569
-32.14221,-0.070224
-32.19028,-0.167223
-32.23836,-0.025858
-32.28644,0.067314
-32.33452,-0.043212
-32.3826,-0.153582
-32.43067,-0.093832
-32.47875,-0.121735
-32.52683,-0.208987
-32.57491,-0.070105
-32.62299,-0.046134
-32.67106,-0.215018
-32.71914,-0.262281
-32.76722,-0.112139
-32.8153,0.110882
-32.86338,0.103199
-32.91145,-0.086056
-32.95953,-0.149944
-33.00761,-0.152996
-33.05569,-0.185321
-33.10377,-0.281221
-33.15184,-0.263538
-33.19992,-0.234637
-33.248,-0.193529
-33.29608,0.095595
-33.34416,0.083442
-33.39223,-0.118607
-33.44031,-0.038376
-33.48839,0.181471
-33.53647,0.124068
-33.58455,-0.202646
-33.63262,-0.185234
-33.6807,0.026834
-33.72878,0.066381
-33.77686,0.075685
-33.82494,0.121923
-33.87301,0.247936
-33.92109,0.38925
-33.96917,0.245791
-34.01725,-0.036479
-34.06533,0.081148
-34.1134,0.387825
-34.16148,0.281183
-34.20956,0.019384
-34.25764,-0.01744
-34.30572,0.009403
-34.35379,0.013992
-34.40187,0.037993
-34.44995,-0.015164
-34.49803,-0.260205
-34.5461,-0.324342
-34.59418,0.046617
-34.64226,0.17968
-34.69034,-0.053008
-34.73842,-0.161304
-34.7865,-0.129128
-34.83457,-0.025961
-34.88265,0.042013
-34.93073,-0.03329
-34.97881,-0.186323
-35.02689,-0.208487
-35.07496,-0.093294
-35.12304,-0.077077
-35.17112,-0.042619
-35.2192,-0.008024
-35.26727,-0.13466
-35.31535,-0.186796
-35.36343,-0.074786
-35.41151,0.02509
-35.45959,-0.011528
-35.50767,-0.143166
-35.55574,-0.211684
-35.60382,0.02355
-35.6519,0.201765
-35.69998,0.086357
-35.74806,0.025621
-35.79613,-0.076232
-35.84421,-0.223486
-35.89229,-0.225103
-35.94037,-0.133282
-35.98844,-0.064031
-36.03652,-0.196975
-36.0846,-0.385178
-36.13268,-0.225452
-36.18076,0.117746
-36.22883,0.275949
-36.27691,0.166219
-36.32499,-0.041337
-36.37307,-0.000181
-36.42115,0.015333
-36.46923,-0.131395
-36.5173,-0.052332
-36.56538,-0.065658
-36.61346,-0.160657
-36.66154,-0.081695
-36.70961,-0.074083
-36.75769,-0.129169
-36.80577,-0.022845
-36.85385,0.199916
-36.90193,0.23618
-36.95,0.176931
-36.99808,0.148875
-37.04616,0.074618
-37.09424,-0.022369
-37.14232,-0.140039
-37.1904,-0.109166
-37.23847,-0.015055
-37.28655,0.02381
-37.33463,0.185785
-37.38271,0.193295
-37.43079,-0.03694
-37.47886,-0.219971
-37.52694,-0.306209
-37.57502,-0.342321
-37.6231,-0.309859
-37.67117,-0.044182
-37.71925,0.265222
-37.76733,0.282142
-37.81541,0.075733
-37.86349,-0.04011
-37.91156,-0.066745
-37.95964,-0.135407
-38.00772,-0.119841
-38.0558,-0.039267
-38.10388,-0.148629
-38.15195,-0.300227
-38.20003,-0.076494
-38.24811,0.006456
-38.29619,-0.175728
-38.34427,-0.114731
-38.39234,-0.114448
-38.44042,-0.268948
-38.4885,-0.220203
-38.53658,-0.122511
-38.58466,-0.206113
-38.63273,-0.299726
-38.68081,-0.295376
-38.72889,-0.2397
-38.77697,-0.095347
-38.82505,0.008764
-38.87312,-0.00168
-38.9212,0.123568
-38.96928,0.073789
-39.01736,-0.170697
-39.06544,0.007013
-39.11351,0.309004
-39.16159,0.231149
-39.20967,0.154543
-39.25775,0.200842
-39.30583,0.057057
-39.3539,-0.101211
-39.40198,-0.111944
-39.45006,-0.09453
-39.49814,-0.044724
-39.54622,-0.043776
-39.59429,-0.108725
-39.64237,-0.04136
-39.69045,-0.05601
-39.73853,-0.123222
-39.78661,-0.020348
-39.83468,0.036745
-39.88276,0.176435
-39.93084,0.298533
-39.97892,0.176723
-40.027,0.137636
-40.07507,0.25438
-40.12315,0.308333
-40.17123,0.256504
-40.21931,0.074395
-40.26739,-0.120285
-40.31546,-0.082031
-40.36354,0.050634
-40.41162,0.060977
-40.4597,-0.117178
-40.50778,-0.213772
-40.55585,-0.161405
-40.60393,-0.127884
-40.65201,0.064151
-40.70009,0.312105
-40.74817,0.162722
-40.79624,-0.205385
-40.84432,-0.146569
-40.8924,0.063034
-40.94048,0.111494
-40.98855,0.128369
-41.03663,0.10113
-41.08471,0.023438
-41.13279,-0.167842
-41.18087,-0.286143
-41.22895,-0.169219
-41.27702,-0.006233
-41.3251,0.123382
-41.37318,0.138878
-41.42126,0.048636
-41.46934,0.080465
-41.51741,0.19474
-41.56549,0.260779
-41.61357,0.146227
-41.66165,-0.00909
-41.70972,0.174397
-41.7578,0.500464
-41.80588,0.763927
-41.85396,1.048616
-41.90204,1.386664
-41.95011,2.079489
-41.99819,2.856097
-42.04627,3.24297
-42.09435,3.455214
-42.14243,3.375974
-42.19051,2.813071
-42.23858,2.263729
-42.28666,1.991096
-42.33474,1.747455
-42.38282,1.370587
-42.43089,0.919506
-42.47897,0.658764
-42.52705,0.45217
-42.57513,0.174397
-42.62321,0.080004
-42.67128,0.167211
-42.71936,0.240037
-42.76744,0.119699
-42.81552,-0.126132
-42.8636,-0.135137
-42.91168,-0.086022
-42.95975,-0.264574
-43.00783,-0.220097
-43.05591,0.014337
-43.10399,0.013779
-43.15207,-0.061321
-43.20014,0.084776
-43.24822,0.052402
-43.2963,-0.293584
-43.34438,-0.391009
-43.39245,-0.291236
-43.44053,-0.237886
-43.48861,-0.190549
-43.53669,-0.072855
-43.58477,0.118085
-43.63285,0.085667
-43.68092,-0.026742
-43.729,0.056258
-43.77708,0.114256
-43.82516,0.159172
-43.87323,0.143407
-43.92131,0.128596
-43.96939,0.200326
-44.01747,0.173415
-44.06555,0.035183
-44.11362,-0.119165
-44.1617,-0.08252
-44.20978,0.034239
-44.25786,0.020934
-44.30594,0.002397
-44.35401,-0.019106
-44.40209,0.014497
-44.45017,0.067916
-44.49825,-0.044679
-44.54633,-0.11438
-44.5944,-0.118986
-44.64248,-0.167818
-44.69056,-0.110423
-44.73864,-0.095984
-44.78672,-0.118961
-44.83479,-0.0469
-44.88287,-0.146055
-44.93095,-0.251807
-44.97903,-0.078024
